# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	74212	74841	+	WP_010667505.1	WP_010667505.1		TetR/AcrR family transcriptional regulator			A39U_RS0100435	630	209	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	75182	76795	+							A39U_RS0100445	1614		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	75182	76795	+	WP_035347742.1	WP_035347742.1		ISL3 family transposase			A39U_RS0100445	1614	537	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	76992	77555	-							A39U_RS0100450	564		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	76992	77555	-	WP_007284535.1	WP_007284535.1		cytochrome c			A39U_RS0100450	564	187	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	77622	78014	-							A39U_RS0100455	393		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	77622	78014	-	WP_018307592.1	WP_018307592.1		hypothetical protein			A39U_RS0100455	393	130	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	78095	78901	-							A39U_RS0100460	807		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	78095	78901	-	WP_018307593.1	WP_018307593.1		copper resistance protein B			A39U_RS0100460	807	268	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	78898	80730	-							A39U_RS0100465	1833		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	78898	80730	-	WP_018307594.1	WP_018307594.1		copper resistance system multicopper oxidase			A39U_RS0100465	1833	610	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	80828	81202	-							A39U_RS0100470	375		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	80828	81202	-	WP_018307595.1	WP_018307595.1		hypothetical protein			A39U_RS0100470	375	124	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	81238	81510	-							A39U_RS0100475	273		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	81238	81510	-	WP_007284529.1	WP_007284529.1		metal-sensitive transcriptional regulator			A39U_RS0100475	273	90	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	81701	83980	+							A39U_RS0100480	2280		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	81701	83980	+	WP_132012120.1	WP_132012120.1		heavy metal translocating P-type ATPase			A39U_RS0100480	2280	759	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	84073	85350	-							A39U_RS0100485	1278		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	84073	85350	-	WP_018307597.1	WP_018307597.1		hypothetical protein			A39U_RS0100485	1278	425	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	85508	86271	-							A39U_RS18795	764		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	85508	86271	-	WP_132012119.1	WP_132012119.1		IS5 family transposase			A39U_RS18795	765	254	ribosomal_slippage
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	86347	86847	+							A39U_RS0100495	501		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	86347	86847	+	WP_018307598.1	WP_018307598.1		hypothetical protein			A39U_RS0100495	501	166	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87239	87469	+							A39U_RS19385	231		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87239	87469	+	WP_132012118.1	WP_132012118.1		hypothetical protein			A39U_RS19385	231	76	
gene	pseudogene	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87390	87743	+							A39U_RS17770	354		partial;pseudo
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87390	87743	+				transposase family protein			A39U_RS17770	354		partial;pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87824	88423	-							A39U_RS0100505	600		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	87824	88423	-	WP_010669094.1	WP_010669094.1		DUF488 domain-containing protein			A39U_RS0100505	600	199	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88422	88637	+							A39U_RS18800	216		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88422	88637	+	WP_061507197.1	WP_061507197.1		DUF2945 domain-containing protein			A39U_RS18800	216	71	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88661	88840	-							A39U_RS0100515	180		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88661	88840	-	WP_003631413.1	WP_003631413.1		hypothetical protein			A39U_RS0100515	180	59	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88911	89998	+							A39U_RS0100525	1088		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	88911	89998	+	WP_108912395.1	WP_108912395.1		IS3 family transposase			A39U_RS0100525	1089	362	ribosomal_slippage
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	90007	91110	-							A39U_RS0100530	1104		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	90007	91110	-	WP_018307601.1	WP_018307601.1		IS5 family transposase			A39U_RS0100530	1104	367	
gene	pseudogene	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	91189	91713	-							A39U_RS18805	525		partial;pseudo
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	91189	91713	-				Rieske 2Fe-2S domain-containing protein			A39U_RS18805	525		partial;pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	92511	93494	+							A39U_RS0100540	984		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	92511	93494	+	WP_026199895.1	WP_026199895.1		DUF1852 domain-containing protein			A39U_RS0100540	984	327	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	93522	94550	+							A39U_RS0100545	1029		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	93522	94550	+	WP_018307604.1	WP_018307604.1		methionine synthase			A39U_RS0100545	1029	342	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	94869	95768	+							A39U_RS0100550	900		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	94869	95768	+	WP_018307605.1	WP_018307605.1		LysR family transcriptional regulator			A39U_RS0100550	900	299	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	96000	96245	-							A39U_RS0100555	246		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	96000	96245	-	WP_018307606.1	WP_018307606.1		hypothetical protein			A39U_RS0100555	246	81	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	96436	97074	+							A39U_RS0100560	639		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	96436	97074	+	WP_173585204.1	WP_173585204.1		LexA family transcriptional regulator			A39U_RS0100560	639	212	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97312	97482	+							A39U_RS19390	171		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97312	97482	+	WP_018307607.1	WP_018307607.1		hypothetical protein			A39U_RS19390	171	56	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97496	97795	+							A39U_RS0100570	300		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97496	97795	+	WP_010668666.1	WP_010668666.1		hypothetical protein			A39U_RS0100570	300	99	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97933	98331	+							A39U_RS0100575	399		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	97933	98331	+	WP_018307608.1	WP_018307608.1		hypothetical protein			A39U_RS0100575	399	132	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	98395	98910	+							A39U_RS0100580	516		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	98395	98910	+	WP_010668774.1	WP_010668774.1		hypothetical protein			A39U_RS0100580	516	171	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	98923	99471	+							A39U_RS0100585	549		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	98923	99471	+	WP_010668775.1	WP_010668775.1		hypothetical protein			A39U_RS0100585	549	182	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	99528	100391	-							A39U_RS0100590	864		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	99528	100391	-	WP_018307609.1	WP_018307609.1		hypothetical protein			A39U_RS0100590	864	287	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	100392	100625	-							A39U_RS0100595	234		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	100392	100625	-	WP_010668777.1	WP_010668777.1		hypothetical protein			A39U_RS0100595	234	77	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	100764	101531	-							A39U_RS0100600	768		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	100764	101531	-	WP_010668778.1	WP_010668778.1		hypothetical protein			A39U_RS0100600	768	255	
gene	pseudogene	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	102661	102852	-							A39U_RS18810	192		partial;pseudo
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	102661	102852	-				transposase			A39U_RS18810	192		partial;pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	102863	103693	-							A39U_RS0100615	831		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	102863	103693	-	WP_010669084.1	WP_010669084.1		IS5 family transposase			A39U_RS0100615	831	276	
gene	pseudogene	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	103769	104392	-							A39U_RS0100620	624		partial;pseudo
CDS	without_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	103769	104392	-				IS5 family transposase			A39U_RS0100620	624		partial;pseudo
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	104586	105521	-							A39U_RS0100625	936		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	104586	105521	-	WP_018307613.1	WP_018307613.1		hypothetical protein			A39U_RS0100625	936	311	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	106805	107416	-							A39U_RS0100635	612		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	106805	107416	-	WP_010667693.1	WP_010667693.1		NAD(P)H-dependent oxidoreductase			A39U_RS0100635	612	203	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	107617	108549	+							A39U_RS0100640	933		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	107617	108549	+	WP_010667692.1	WP_010667692.1		LysR family transcriptional regulator			A39U_RS0100640	933	310	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	108546	109157	+							A39U_RS0100645	612		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	108546	109157	+	WP_010667691.1	WP_010667691.1		SDR family oxidoreductase			A39U_RS0100645	612	203	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	109198	110970	-							A39U_RS0100650	1773		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	109198	110970	-	WP_010667690.1	WP_010667690.1		AMP-binding protein			A39U_RS0100650	1773	590	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	110986	112233	-							A39U_RS0100655	1248		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	110986	112233	-	WP_018307615.1	WP_018307615.1		MSMEG_0569 family flavin-dependent oxidoreductase			A39U_RS0100655	1248	415	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	112248	112535	-							A39U_RS0100660	288		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	112248	112535	-	WP_010666471.1	WP_010666471.1		MSMEG_0570 family nitrogen starvation response protein			A39U_RS0100660	288	95	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	112523	113701	-							A39U_RS0100665	1179		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	112523	113701	-	WP_010666472.1	WP_010666472.1		MSMEG_0565 family glycosyltransferase			A39U_RS0100665	1179	392	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	113698	114672	-							A39U_RS0100670	975		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	113698	114672	-	WP_026199896.1	WP_026199896.1		sll0787 family AIR synthase-like protein			A39U_RS0100670	975	324	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	114669	115232	-							A39U_RS0100675	564		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	114669	115232	-	WP_010666474.1	WP_010666474.1		GNAT family N-acetyltransferase			A39U_RS0100675	564	187	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	115229	116338	-							A39U_RS0100680	1110		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	115229	116338	-	WP_010666475.1	WP_010666475.1		MSMEG_0568 family radical SAM protein			A39U_RS0100680	1110	369	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	116335	117318	-							A39U_RS0100685	984		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	116335	117318	-	WP_010666476.1	WP_010666476.1		Nit6803 family nitriliase			A39U_RS0100685	984	327	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	117343	117825	-							A39U_RS0100690	483		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	117343	117825	-	WP_010666477.1	WP_010666477.1		MSMEG_0572 family nitrogen starvation response protein			A39U_RS0100690	483	160	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	118165	119568	-							A39U_RS0100700	1404		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	118165	119568	-	WP_010666478.1	WP_010666478.1		PLP-dependent aminotransferase family protein			A39U_RS0100700	1404	467	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	119643	120335	+							A39U_RS0100705	693		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	119643	120335	+	WP_010666479.1	WP_010666479.1		tyrosine-type recombinase/integrase			A39U_RS0100705	693	230	
gene	tRNA	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	120408	120497	-							A39U_RS0100710	90		
tRNA		GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	120408	120497	-				tRNA-Ser			A39U_RS0100710	90		anticodon=TGA
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	120692	121732	-							A39U_RS0100715	1041		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	120692	121732	-	WP_010666480.1	WP_010666480.1		lipid A deacylase LpxR family protein			A39U_RS0100715	1041	346	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	122163	122879	+							A39U_RS0100720	717		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	122163	122879	+	WP_026199897.1	WP_026199897.1		CspA family cold shock protein			A39U_RS0100720	717	238	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	122999	123493	-					smpB		A39U_RS0100725	495		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	122999	123493	-	WP_010668314.1	WP_010668314.1		SsrA-binding protein SmpB	smpB		A39U_RS0100725	495	164	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	123496	124389	-							A39U_RS0100730	894		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	123496	124389	-	WP_018307619.1	WP_018307619.1		4-hydroxy-tetrahydrodipicolinate synthase			A39U_RS0100730	894	297	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	124464	125303	-							A39U_RS0100735	840		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	124464	125303	-	WP_099348726.1	WP_099348726.1		prephenate dehydratase			A39U_RS0100735	840	279	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	125327	126070	-							A39U_RS0100740	744		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	125327	126070	-	WP_018307621.1	WP_018307621.1		3-deoxy-manno-octulosonate cytidylyltransferase			A39U_RS0100740	744	247	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	126248	126718	+							A39U_RS0100745	471		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	126248	126718	+	WP_010668837.1	WP_010668837.1		c-type cytochrome			A39U_RS0100745	471	156	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	126755	127555	+					hisN		A39U_RS0100750	801		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	126755	127555	+	WP_010668838.1	WP_010668838.1		histidinol-phosphatase	hisN		A39U_RS0100750	801	266	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	127776	129029	+					serA		A39U_RS0100760	1254		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	127776	129029	+	WP_010668839.1	WP_010668839.1		phosphoglycerate dehydrogenase	serA		A39U_RS0100760	1254	417	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	129066	130562	+							A39U_RS0100765	1497		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	129066	130562	+	WP_010668840.1	WP_010668840.1		YifB family Mg chelatase-like AAA ATPase			A39U_RS0100765	1497	498	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	131281	132144	+							A39U_RS0100770	864		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	131281	132144	+	WP_048874249.1	WP_048874249.1		energy transducer TonB			A39U_RS0100770	864	287	
